ID,곡,아티스트,예상 난이도,장르,분위기 유형,핵심 테크닉 태그,설명 feature,상태
S0105,있지 (It is),자우림,Lv.4,Korea;Alt Rock,그루브/펑키,옥타브;싱코페이션;뮤트;포지션이동;다이내믹,"록 기반인데 베이스가 꽤 펑키하게 움직인다. 옥타브/싱코페이션을 정확히 맞추면 훨씬 ‘댄서블’해짐. 톤은 너무 과하지 않게, 어택만 또렷하게.",추천
S0106,E-mail,내귀에도청장치,Lv.4,Korea;Experimental,그루브/펑키,16비트;싱코페이션;고스트노트;뮤트;포켓,그루브가 계속 살아야 하는 곡. 고스트노트/뮤트 비율이 포인트라 손이 커도 ‘가볍게’ 쳐야 함. 드럼 하이햇과의 16비트 정렬을 우선 맞추자.,추천
S0107,MIRROR,백예린,Lv.4,Korea;Neo-soul,그루브/펑키,16비트;고스트노트;싱코페이션;포켓;다이내믹,"네오소울/알앤비 감성의 그루브 곡. 노트보다 ‘뉘앙스(세게/약하게, 길게/짧게)’가 난이도. 고스트노트가 너무 크면 촌스러워지니 컨트롤 연습에 좋다.",추천
S0108,Come Together,The Beatles,Lv.4,Rock;Pop Rock,그루브/펑키,리프반복;타이트한8비트;뮤트;포지션이동;싱코페이션,"포켓/그루브가 전부인 펑키 타입. 쉼표, 고스트노트, 액센트 컨트롤이 포인트. 난이도 Lv.4(상급) — 핵심: 리프반복, 타이트한8비트, 뮤트. 느리지만 더 어려운 타입. 싱코페이션과 음 길이를 정확히 잡으면 바로 ‘맛’이 남. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0109,Take the Power Back,Rage Against the Machine,Lv.4,Alt Rock;Funk Rock,부수는/헤비,빠른템포;지구력;타이트한8비트;뮤트;싱코페이션,"헤비하고 공격적인 사운드. 뮤트/저음 정리 + 다운비트 정확도가 곡을 살림. 난이도 Lv.4(상급) — 핵심: 빠른템포, 지구력, 타이트한8비트. 록+펑크의 공격적인 그루브. 리프의 악센트 위치를 정확히 잡아야 ‘타격감’이 생김. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0110,ROSIER,LUNA SEA,Lv.4,Japan;Hard Rock,부수는/헤비,리프반복;포지션이동;강한어택;지구력;뮤트,헤비한 록 그루브를 타이트하게 유지하는 연습곡. 반복 리프에서 어택이 흔들리기 쉬우니 ‘손 모양 고정’이 중요. 스트링 노이즈를 뮤트로 정리하면 훨씬 프로처럼 들림.,추천
S0111,Karate,BABYMETAL,Lv.4,Japan;Metal,부수는/헤비,피킹;더블타임;리프전환;뮤트;지구력,메탈 리프 기반이라 피킹/뮤트 기본기를 점검하기 좋다. 리프 전환이 빠르니 ‘왼손 이동 타이밍’을 미리 잡아야 매끈해짐. 드럼 더블킥 구간에서 포켓 유지가 핵심.,추천
S0112,Run to the Hills,Iron Maiden,Lv.4,Metal;Hard Rock,부수는/헤비,갤로핑;피킹;지구력;16비트,"헤비하고 공격적인 사운드. 뮤트/저음 정리 + 다운비트 정확도가 곡을 살림. 난이도 Lv.4(상급) — 핵심: 갤로핑, 피킹, 지구력. 빠른 갤로핑 반복. 손 힘이 들어가면 템포가 내려가니 ‘힘 빼고’ 유지. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0113,The Trooper,Iron Maiden,Lv.4,Metal;Hard Rock,부수는/헤비,갤로핑;피킹;지구력;16비트,"헤비하고 공격적인 사운드. 뮤트/저음 정리 + 다운비트 정확도가 곡을 살림. 난이도 Lv.4(상급) — 핵심: 갤로핑, 피킹, 지구력. 갤로핑 리듬 지구력 테스트. 피킹을 작게/가볍게 해서 오래 버티기. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0114,Peace Sells,Megadeth,Lv.4,Metal;Rock,부수는/헤비,갤로핑;피킹;지구력;16비트;싱코페이션,"헤비하고 공격적인 사운드. 뮤트/저음 정리 + 다운비트 정확도가 곡을 살림. 난이도 Lv.4(상급) — 핵심: 갤로핑, 피킹, 지구력. 메탈 리프+그루브. 피킹 정확도와 쉼표 정리가 핵심. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0115,Master of Puppets,Metallica,Lv.4,Metal;Rock,부수는/헤비,갤로핑;피킹;지구력;16비트,"헤비하고 공격적인 사운드. 뮤트/저음 정리 + 다운비트 정확도가 곡을 살림. 난이도 Lv.4(상급) — 핵심: 갤로핑, 피킹, 지구력. 고속 리프와 체력. 피킹을 너무 세게 치지 말고 ‘작게, 정확히’. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0116,The Pot,Tool,Lv.4,Prog Rock;Rock,부수는/헤비,변박;카운팅;리프전환;포지션이동,"헤비하고 공격적인 사운드. 뮤트/저음 정리 + 다운비트 정확도가 곡을 살림. 난이도 Lv.4(상급) — 핵심: 변박, 카운팅, 리프전환. 리듬이 ‘걸리는’ 느낌을 살려야 함. 카운팅 + 뮤트로 저역 정리. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0117,Kid Charlemagne,Steely Dan,Lv.4,Jazz Rock;Rock,서사/프로그,16비트;싱코페이션;고스트노트;포켓,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 섹션별 라인 변화가 많음. 폼 암기 + 리프 전환을 정확히. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0118,Violet Wand,국카스텐,Lv.4,Korea;Alt Rock,서사/프로그,리프전환;다이내믹;포지션이동;톤컨트롤,섹션이 바뀔 때 베이스의 톤/어택 변화가 중요한 곡. 라인은 중상급이지만 ‘연주 태도(다이내믹)’가 더 어렵다. 작은 소리에서도 노트가 또렷하게 나게 연습.,추천
S0119,Hallowed Be Thy Name,Iron Maiden,Lv.4,Metal;Hard Rock,서사/프로그,갤로핑;피킹;지구력;16비트,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 갤로핑, 피킹, 지구력. 전개형 메탈. 파트별 리듬/포지션 변화가 많아 폼 암기가 난이도. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0120,Orion,Metallica,Lv.4,Metal;Rock,서사/프로그,갤로핑;피킹;지구력;16비트,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 갤로핑, 피킹, 지구력. 길고 전개가 많은 곡. 섹션별 리프를 따로 외운 뒤 연결하면 훨씬 수월. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0121,Owner of a Lonely Heart,Yes,Lv.4,Prog Rock;Pop Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 변박, 카운팅, 리프전환. 리프/브레이크가 많아 합주에서 실수가 잘 드러남. 구간별로 끊어 연습하기. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0122,Limelight,Rush,Lv.4,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 변박, 카운팅, 리프전환. 프레이즈가 길고 전개가 많음. 메트로놈으로 섹션별 템포 안정화. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0123,The Spirit of Radio,Rush,Lv.4,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 변박, 카운팅, 리프전환. 리듬 변환이 잦음. ‘카운트’를 먼저 확실히 잡고 라인을 얹기. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0124,Tom Sawyer,Rush,Lv.4,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 변박, 카운팅, 리프전환. 프로그 기본기: 리프 전환/카운팅. 파트마다 손 모양이 바뀌어 폼 암기 중요. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0125,Forty Six & 2,Tool,Lv.4,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 변박, 카운팅, 리프전환. 리프가 반복되지만 악센트가 까다로움. 드럼과 유니즌 악센트 체크. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0126,Schism,Tool,Lv.4,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 변박, 카운팅, 리프전환. 변박/리듬 전환이 핵심. 소절을 쪼개서 카운팅→연결 순서로 연습. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0127,Roundabout,Yes,Lv.4,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.4(상급) — 핵심: 변박, 카운팅, 리프전환. 프로그 록의 기본 과제. 파트가 길고 변형이 많아 폼 암기와 카운팅이 핵심. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0128,Hysteria,Muse,Lv.4,Alt Rock;Rock,신나는/질주,빠른템포;지구력;타이트한8비트;뮤트,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.4(상급) — 핵심: 빠른템포, 지구력, 타이트한8비트. 대표적인 지구력 곡. 리프를 ‘끝까지 같은 텐션’으로 유지하는 게 난이도 핵심. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0129,Time Is Running Out,Muse,Lv.4,Alt Rock;Rock,신나는/질주,빠른템포;지구력;타이트한8비트;뮤트;싱코페이션,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.4(상급) — 핵심: 빠른템포, 지구력, 타이트한8비트. 리프가 굴러가는 타이밍이 중요. 왼손 뮤트로 저역 노이즈를 잡아주기. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0130,Around the World,Red Hot Chili Peppers,Lv.4,Funk Rock;Rock,신나는/질주,빠른템포;지구력;타이트한8비트;뮤트,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.4(상급) — 핵심: 빠른템포, 지구력, 타이트한8비트. 속도/지구력 + 포지션 이동. 힘 빼고 손가락을 ‘작게’ 써야 끝까지 감. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0131,Flash!!!,King Gnu,Lv.4,Japan;Indie Pop,신나는/질주,8비트;싱코페이션;포지션이동;뮤트;지구력,기본은 록 8비트지만 중간중간 싱코가 들어간다. 한 번 흔들리면 복구가 어려워 ‘코어 박’ 유지가 관건. 오른손 뮤트를 섞어 저역을 정리하면 더 타이트해진다.,추천
S0132,夜に駆ける (Yoru ni Kakeru),YOASOBI,Lv.4,Japan;Pop,신나는/질주,고속8비트;포지션이동;지구력;정확한타이밍,템포가 빠르고 라인이 끊기지 않아 체력 훈련에 좋다. 노트는 단순해 보여도 타이밍이 흔들리면 바로 티남. 메트로놈으로 2·4에 맞춰 ‘달리는 안정감’을 만들기.,추천
S0133,HONEY,L'Arc~en~Ciel,Lv.4,Japan;Pop Rock,신나는/질주,고속8비트;포지션이동;리프반복;지구력,J-록의 에너지와 속도를 체감하기 좋은 곡. 기본은 8비트지만 템포가 빨라 체력/정확도가 관건. 왼손 힘을 빼고 ‘가볍게 누르며’ 끝까지 일정한 어택 유지.,추천
S0134,스크래치 (Scratch),국카스텐,Lv.4,Korea;Alt Rock,신나는/질주,리프반복;싱코페이션;포지션이동;뮤트;지구력,빠른 리프 반복 위에 베이스가 드라이브를 거는 곡. 싱코페이션이 많아 ‘발(킥) 기준’으로 박을 고정해야 함. 포지션 이동을 최소화하는 운지가 효율적.,추천
S0135,매미,쏜애플,Lv.4,Korea;Indie Rock,신나는/질주,빠른템포;지구력;타이트한8비트;뮤트,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.4(상급) — 핵심: 빠른템포, 지구력, 타이트한8비트. 드라이브가 강하고 전개가 빨라 ‘폼’이 중요. 클릭에 고정하고 파트 전환 체크. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0136,오리날다 (Live Ver. 연습 추천),체리필터,Lv.4,Korea;Pop Rock,신나는/질주,빠른템포;지구력;타이트한8비트;뮤트,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.4(상급) — 핵심: 빠른템포, 지구력, 타이트한8비트. 라이브 템포가 빨라지면 체력전. 롱런 가능한 핑거링/피킹 전략이 필요. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0137,Rio,Duran Duran,Lv.4,New Wave;Pop Rock,신나는/질주,16비트;싱코페이션;고스트노트;포켓,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.4(상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 뉴웨이브 베이스 교과서. 빠른 16비트/줄 이동에서 정확한 뮤트가 관건. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0138,Message in a Bottle,The Police,Lv.4,New Wave;Rock,신나는/질주,빠른템포;지구력;타이트한8비트;뮤트;싱코페이션,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.4(상급) — 핵심: 빠른템포, 지구력, 타이트한8비트. 빠른 8비트/줄 이동 + 포켓 유지. 스케일 이동 시 노이즈를 뮤트로 잡기. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0139,Longview,Green Day,Lv.4,Pop Punk;Rock,신나는/질주,빠른템포;지구력;다운피킹/피킹;타이트한8비트;해머온/풀오프,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.4(상급) — 핵심: 빠른템포, 지구력, 다운피킹/피킹. 펑크지만 라인이 바쁨. 해머온/풀오프를 ‘작게’ 써서 템포를 안정시키기. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0140,Plastic Love,竹内まりや (Mariya Takeuchi),Lv.4,Japan;City Pop,잔잔한/감성,16비트;싱코페이션;포켓;톤컨트롤;롱톤,부드러운 시티팝이지만 베이스는 꾸준히 움직인다. 노트보다 ‘톤과 포켓’이 중요. 너무 세게 치지 말고 일정한 다이내믹으로 ‘편안한 그루브’를 유지하는 연습곡.,추천
S0141,白日 (Hakujitsu),King Gnu,Lv.4,Japan;Indie Pop,잔잔한/감성,멜로딕라인;포지션이동;롱톤;다이내믹;음정,서정적인 보컬 뒤에서 베이스가 멜로디를 받쳐준다. 음 길이/비브라토/강약을 잘 다루면 곡이 확 살아남. 빠르진 않지만 ‘정확한 음정과 톤’이 난이도 포인트.,추천
S0142,Endless Rain,X JAPAN,Lv.4,Japan;Rock,잔잔한/감성,롱톤;다이내믹;음정;템포유지;톤컨트롤,발라드/록에서 베이스가 감정을 만드는 대표곡. 화려한 테크닉보다 ‘롱톤 음정+호흡’이 어렵다. 2·4 박을 놓치지 않으면서 볼륨 스웰/다이내믹을 섬세하게.,추천
S0143,Peg,Steely Dan,Lv.4,Jazz Rock;Pop Rock,잔잔한/감성,16비트;싱코페이션;고스트노트;포켓,"잔잔하고 서정적인 분위기. 베이스가 ‘톤/음 길이’로 곡의 감정을 받쳐줘야 함. 난이도 Lv.4(상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 깔끔한 그루브가 생명. ‘한 음 한 음’ 톤/길이를 정교하게 맞추는 연습. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0144,"Then, Now and Forever",CNBLUE,Lv.4,Korea;Pop Rock,잔잔한/감성,리프반복;타이트한8비트;뮤트;포지션이동;싱코페이션,"잔잔하고 서정적인 분위기. 베이스가 ‘톤/음 길이’로 곡의 감정을 받쳐줘야 함. 난이도 Lv.4(상급) — 핵심: 리프반복, 타이트한8비트, 뮤트. 감성 곡이지만 리듬 말맛이 있음. 박을 앞당기지 말고 포켓 유지. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0145,Ramble On,Led Zeppelin,Lv.4,Rock;Blues Rock,잔잔한/감성,리프반복;타이트한8비트;뮤트;포지션이동,"잔잔하고 서정적인 분위기. 베이스가 ‘톤/음 길이’로 곡의 감정을 받쳐줘야 함. 난이도 Lv.4(상급) — 핵심: 리프반복, 타이트한8비트, 뮤트. 멜로딕한 라인이 많아 왼손 이동이 잦음. 노이즈 뮤트와 음정 정확도 체크. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0146,Good Times,Chic,Lv.4,Disco;Funk,흥겨운/댄서블,8비트;옥타브;뮤트;포켓;16비트,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 8비트, 옥타브, 뮤트. 디스코 베이스 교과서. 16비트 뉘앙스와 옥타브/고스트 처리로 ‘춤’이 나오게. 옥타브 점프에서 왼손 뮤트(안 쓰는 줄)를 확실히 잡아 노이즈를 줄이기.",추천
S0147,Cosmic Girl,Jamiroquai,Lv.4,Disco;Funk,흥겨운/댄서블,8비트;옥타브;뮤트;포켓;16비트,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 8비트, 옥타브, 뮤트. 디스코-펑크 라인. 옥타브 점프와 16비트 뮤트가 정확해야 춤추는 느낌이 남. 옥타브 점프에서 왼손 뮤트(안 쓰는 줄)를 확실히 잡아 노이즈를 줄이기.",추천
S0148,Cory Wong,Vulfpeck,Lv.4,Funk;Funk Pop,흥겨운/댄서블,16비트;싱코페이션;고스트노트;포켓,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 리듬 기타와 유니즌 느낌. 베이스는 ‘포켓’에만 집중하면 훨씬 잘 들림. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0149,Sir Duke,Stevie Wonder,Lv.4,Funk;Soul,흥겨운/댄서블,싱코페이션;라인메모리;고스트노트;포켓,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 싱코페이션, 라인메모리, 고스트노트. 멜로디가 살아있는 라인. ‘스윙감/싱코페이션’을 너무 딱딱하게 치지 않기. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0150,Bomber,山下達郎 (Tatsuro Yamashita),Lv.4,Japan;City Pop,흥겨운/댄서블,16비트;고스트노트;포켓;옥타브;지구력,시티팝 특유의 촘촘한 16비트 그루브. 고스트노트와 옥타브를 섞어 ‘춤추는 저역’을 만드는 연습에 최고. 드럼 킥과의 포켓을 가장 먼저 맞추자.,추천
S0151,Josie,Steely Dan,Lv.4,Jazz Rock;Rock,흥겨운/댄서블,16비트;싱코페이션;고스트노트;포켓,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 그루브가 촘촘한 곡. 쉼표/액센트가 정확해야 세련된 느낌이 남. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0152,Girls on Film,Duran Duran,Lv.4,New Wave;Pop Rock,흥겨운/댄서블,16비트;싱코페이션;고스트노트;포켓,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 16비트 그루브가 핵심. 고스트노트로 리듬을 ‘살짝’ 채우는 감각 연습. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0153,Silly Love Songs,Wings,Lv.4,Pop Rock;Pop,흥겨운/댄서블,싱코페이션;라인메모리;고스트노트;포켓,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 싱코페이션, 라인메모리, 고스트노트. 멜로딕한 베이스라인의 정석. 라인 메모리 + 톤/어택 균일이 포인트. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0154,Big Time,Peter Gabriel,Lv.4,Pop;Funk Pop,흥겨운/댄서블,16비트;싱코페이션;고스트노트;포켓,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 리듬이 타이트한 팝펑크. 고스트노트 볼륨이 너무 크면 지저분해짐. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0155,Sledgehammer,Peter Gabriel,Lv.4,Pop;Funk Pop,흥겨운/댄서블,16비트;싱코페이션;고스트노트;포켓;뮤트컨트롤,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 팝이지만 베이스가 주인공. 뮤트/어택을 균일하게 유지하면 바로 ‘프로 톤’. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0156,I Want You Back,The Jackson 5,Lv.4,Soul;Funk,흥겨운/댄서블,싱코페이션;라인메모리;고스트노트;포켓,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.4(상급) — 핵심: 싱코페이션, 라인메모리, 고스트노트. 빠른 모타운 라인. 줄 이동/싱코페이션을 고르게 유지해야 끝까지 흔들리지 않음. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0157,Tommy the Cat,Primus,Lv.5,Funk Rock;Rock,그루브/펑키,슬랩;팝핑;고스트노트;16비트;그루브,"포켓/그루브가 전부인 펑키 타입. 쉼표, 고스트노트, 액센트 컨트롤이 포인트. 난이도 Lv.5(최상급) — 핵심: 슬랩, 팝핑, 고스트노트. 레슬리식 ‘말하는’ 베이스. 슬랩+프레이징이 동시에 어려움. 썸/팝 볼륨을 균일하게 맞추고, 고스트노트를 ‘작게’ 넣어 그루브를 정리.",추천
S0158,Soul Vaccination,Tower of Power,Lv.5,Funk;Funk Rock,그루브/펑키,16비트;싱코페이션;고스트노트;포켓,"포켓/그루브가 전부인 펑키 타입. 쉼표, 고스트노트, 액센트 컨트롤이 포인트. 난이도 Lv.5(최상급) — 핵심: 16비트, 싱코페이션, 고스트노트. 그루브 유지 + 필 인. 손이 바빠도 포켓이 흔들리면 실패. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
S0159,What Is Hip?,Tower of Power,Lv.5,Funk;Funk Rock,그루브/펑키,16비트;싱코페이션;고스트노트;포켓,"포켓/그루브가 전부인 펑키 타입. 쉼표, 고스트노트, 액센트 컨트롤이 포인트. 난이도 Lv.5(최상급) — 핵심: 16비트, 싱코페이션, 고스트노트. Rocco식 16비트 고스트 컨트롤의 끝판왕. ‘쉼표’가 들리게 연주하기. 왼손 릴리즈(뮤트)와 오른손 액센트 대비로 ‘쉼표가 들리게’ 만들기.",추천
